Pos 1,Pos 1,Pos 2,Pos 2,Pos 3,Pos 3,Pos 4,Pos 4,Pos 5,Pos 5,Pos 6,Pos 6,Pos 7
Baseline,Optimized,Baseline,Optimized,Baseline,Optimized,Baseline,Optimized,Baseline,Optimized,Baseline,Optimized,Noise
0.0419253351331018,0.1320545818152873,,,,,,,,,,,0.005879842
0.0401078263050601,0.13141681302186126,,,,,,,,,,,0.006019006
0.0415290923949021,0.1395944286563169,,,,,,,,,,,0.006467114
0.0431842289497381,0.14618632790888345,,,,,,,,,,,0.00620765
0.0452770906113535,0.1465132540421054,,,,,,,,,,,0.006275525
0.0485436713953653,0.14627589550414952,,,,,,,,,,,0.006314862
0.05069110355167,0.14542719704689455,,,,,,,,,,,0.00600824
0.0505543668773677,0.14000223474990728,,,,,,,,,,,0.005611847
0.0492207199233267,0.13264261043219025,,,,,,,,,,,0.005524773
0.0474065060887136,0.12819019407139018,,,,,,,,,,,0.005533879
0.0467950715831233,0.1317740109967155,,,,,,,,,,,0.005910997
0.0480325614415621,0.13777518938753938,,,,,,,,,,,0.006193968
0.0526488462786258,0.14002327830124423,,,,,,,,,,,0.006340323
0.0561409460549435,0.14162807838183533,,,,,,,,,,,0.006633956
0.057435427581916,0.14008213653407012,,,,,,,,,,,0.006424261
0.055925377525066,0.13297370803687153,,,,,,,,,,,0.006167455
0.0544267932101448,0.12680176114978914,,,,,,,,,,,0.006045337
0.0514087804647251,0.12660157431491167,,,,,,,,,,,0.006349343
0.0508574779528126,0.13778795221376977,,,,,,,,,,,0.006694611
0.0506366877851831,0.14366293635206046,,,,,,,,,,,0.0072032
0.0518049703341983,0.14698487859671183,,,,,,,,,,,0.006878606
0.0530436715387262,0.14686243476576552,,,,,,,,,,,0.007153961
0.0529628906644819,0.14176117812519418,,,,,,,,,,,0.007128183
0.0508262883554797,0.1267155119458573,,,,,,,,,,,0.006876374
0.0501117858793005,0.12508972314602035,,,,,,,,,,,0.006894717
0.049897816586972,0.130184637415573,,,,,,,,,,,0.006681455
0.0512020521895562,0.13530651569863844,,,,,,,,,,,0.006242246
0.0545946806204319,0.13893829383480155,,,,,,,,,,,0.006032906
0.0574060354242885,0.1433360897192927,,,,,,,,,,,0.005777715
0.0584562983131124,0.13673009683268378,,,,,,,,,,,0.005542979
0.0581088541469408,0.12957032983548905,,,,,,,,,,,0.006219918
0.0551173767257827,0.1258525953535074,,,,,,,,,,,0.006835746
0.0518876655586247,0.12755298470112414,,,,,,,,,,,0.006863577
0.0509604672473099,0.1353925070969552,,,,,,,,,,,0.006901752
0.051381656838081,0.1406139875244831,,,,,,,,,,,0.006464784
0.0534403007444362,0.14280054762285294,,,,,,,,,,,0.006544437
0.0564075720966541,0.14250049101003143,,,,,,,,,,,0.006267388
0.0562252933346029,0.13768057963322064,,,,,,,,,,,0.006765063
0.0544678942542634,0.12685154548779876,,,,,,,,,,,0.007576255
0.0528758269517124,0.1269263407726869,,,,,,,,,,,0.007447825
0.0510258778926981,0.13174970847447795,,,,,,,,,,,0.007076103
0.0498743158714383,0.13508365671042838,,,,,,,,,,,0.00706255
0.05135691581179,0.13995015578670889,,,,,,,,,,,0.006535986
0.0542843967589626,0.14204579223146804,,,,,,,,,,,0.005746977
0.0559501296135008,0.1380201472174653,,,,,,,,,,,0.00625556
0.0551942844075758,0.13041665051398246,,,,,,,,,,,0.006781103
0.0533839544114306,0.1254946531848483,,,,,,,,,,,0.006765032
0.0508599296520448,0.12457846777975816,,,,,,,,,,,0.006668077
0.0489649227967427,0.13320499498953797,,,,,,,,,,,0.006771333
0.0493081054399292,0.1407796970456499,,,,,,,,,,,0.006447765
