Pos 1,Pos 1,Pos 2,Pos 2,Pos 3,Pos 3,Pos 4,Pos 4,Pos 5,Pos 5,Pos 6,Pos 6,Pos 7,Pos 7,Pos 8,Pos 8,Pos 9,Pos 9,Pos 10
Baseline,NewScheme,Baseline,NewScheme,Baseline,NewScheme,Baseline,NewScheme,Baseline,NewScheme,Baseline,NewScheme,Baseline,NewScheme,Baseline,NewScheme,Baseline,NewScheme,Noise
0.0015700726378888,0.0028357987742450496,0.00161779,0.003969462,0.002581056,0.011824196,0.00369326,0.008822142,0.00389821,0.005253599,0.0006185720915765,0.0067656866160948,0.0030600726725607,0.0071515498364274,0.000635090370036,0.0020670564825719,0.0011807025232741,0.0026353330807062,4.07e-06
0.0016850535185848,0.003094311637380621,0.001595069,0.00427133,0.002562691,0.012250876,0.00360183,0.008749618,0.003760694,0.006160126,0.0006094017627722,0.0056550158891099,0.0032941106738829,0.0062911925562712,0.000602551941824,0.0021029770511781,0.0009868490890292,0.0025503837793836,3.78e-06
0.0015621218499107,0.0028678088001649186,0.001473766,0.004205618,0.00261547,0.01169087,0.003471558,0.008980983,0.00382604,0.00595802,0.0006365970047657,0.0057548350567716,0.0032140071329886,0.0063982243985302,0.0006655246823921,0.0025271303186721,0.0009716070596178,0.0028871156930144,4.02e-06
0.0016086941601761,0.0029691620726280945,0.001488569,0.0043752,0.002556935,0.012114963,0.003734721,0.008560001,0.004037666,0.005957267,0.0006357071552615,0.0064981658266934,0.0031853311039562,0.0057627749503437,0.000633962009664,0.0024970901919528,0.000918451978944,0.0027704826142609,3.99e-06
0.0016952728447707,0.003256554647104528,0.001467395,0.004322121,0.002538713,0.01157901,0.003577843,0.008623842,0.004293238,0.00652511,0.0006523108053828,0.0063019205640293,0.0030170914997072,0.0058228045860179,0.000653072379589,0.0025247506063237,0.0009440005325498,0.0028667042787057,3.9e-06
0.0017068639687146,0.0033174169393965476,0.001489018,0.004463843,0.002417829,0.011666184,0.003567184,0.008342345,0.004289753,0.006890032,0.0006926188952938,0.0063387391328165,0.0029872147564468,0.0053909523120993,0.0006411984413628,0.0024835230191984,0.0008333391066868,0.0026850305558911,3.73e-06
0.0016982540446874,0.003349126640088092,0.001472718,0.004353866,0.002328578,0.010858459,0.003645731,0.008322564,0.004445304,0.006923653,0.0007101267126535,0.0065301445767756,0.0028804840114499,0.0054479290365189,0.0006736533164511,0.0025626596788628,0.0008667405461036,0.0027708035484589,3.73e-06
0.001769522995063,0.0035425727071519246,0.001513619,0.00438794,0.002242648,0.010850575,0.00362892,0.00822527,0.004366832,0.007063244,0.0006901712690738,0.0068467230684308,0.0028562052520994,0.0056265308133185,0.0006353673270328,0.0022520098338837,0.0008783512940465,0.002500417993129,3.62e-06
0.0018007550922943,0.0036340596648675658,0.00146901,0.003962109,0.00241989,0.010011676,0.003327429,0.00876221,0.004163576,0.007408953,0.0007027304268604,0.0059949371890536,0.0031022321488856,0.0060003322340355,0.0006437880108385,0.0022461066656591,0.0008940566999221,0.0024815618449856,3.51e-06
0.0016925604058028,0.0033328517213700596,0.001450265,0.004173937,0.002409318,0.009873593,0.003454944,0.008413777,0.003869024,0.006801221,0.000685525281038,0.0061155144423156,0.0032850601389177,0.006080538791231,0.0006589379162074,0.0022528950650874,0.0008910131155758,0.0026131148436637,3.65e-06
